(3.88958e+09,43723.1)
(-44337.5,1.2381e+09)
(-44272.8,6.19054e+08)
(-43144.1,4.127e+08)
(-44659.7,3.09527e+08)
(-43988.5,2.4762e+08)
(-44303.6,2.06351e+08)
(-43751.8,1.76872e+08)
(-44274.9,1.54763e+08)
(-44226.8,1.37567e+08)
(-43793.5,1.2381e+08)
(-44489.5,1.12555e+08)
(-43985.7,1.03176e+08)
(-44021.1,9.52387e+07)
(-44142.6,8.8436e+07)
(-44183,8.25405e+07)
(-44108.4,7.73814e+07)
(-44325.9,7.28298e+07)
(-43853.9,6.87837e+07)
(-44162.5,6.51632e+07)
(-44035.7,6.19054e+07)
(-43989,5.89573e+07)
(-44331.3,5.62775e+07)
(-43821.2,5.38306e+07)
(-44346.8,5.15875e+07)
(-44095,4.95242e+07)
(-44129.9,4.76194e+07)
(-44029.1,4.58558e+07)
(-44092.9,4.42179e+07)
(-44070,4.26933e+07)
(-44061.5,4.12701e+07)
(-44179.1,3.99387e+07)
(-44053.8,3.86907e+07)
(-44193,3.75183e+07)
(-44113.4,3.64148e+07)
(-44109.7,3.53745e+07)
(-44001.5,3.43917e+07)
(-44098.9,3.34623e+07)
(-44024.4,3.25816e+07)
(-44190.7,3.17462e+07)
(-43929,3.09527e+07)
(-44023.3,3.01976e+07)
(-44105.7,2.94787e+07)
(-43938.4,2.87931e+07)
(-44071.5,2.81388e+07)
(-44165.5,2.75134e+07)
(-43998.7,2.69154e+07)
(-44063.5,2.63427e+07)
(-44018.8,2.57939e+07)
(-43986.3,2.52674e+07)
(-44154.8,2.47622e+07)
(-44077.6,2.42765e+07)
(-44122.8,2.38097e+07)
(-44022.1,2.33605e+07)
(-44077.4,2.29278e+07)
(-43999.8,2.25109e+07)
(-44102.9,2.2109e+07)
(-44121,2.17212e+07)
(-44152.5,2.13466e+07)
(-44116.6,2.09848e+07)
(-44090.6,2.0635e+07)
(-44055.1,2.02967e+07)
(-44138.9,1.99693e+07)
(-44094.2,1.96525e+07)
(-44140.8,1.93453e+07)
(-44169.5,1.90477e+07)
(-44102.1,1.87591e+07)
(-44198.9,1.8479e+07)
(-43932.3,1.82072e+07)
(-44137.8,1.79434e+07)
(-44179.7,1.76871e+07)
(-44170.6,1.7438e+07)
(-44103.6,1.71959e+07)
(-44109.6,1.69602e+07)
(-44122.4,1.6731e+07)
(-44049.9,1.65079e+07)
(-44109.5,1.62908e+07)
(-44116.8,1.60792e+07)
(-44049.8,1.58731e+07)
(-44174.1,1.56721e+07)
(-44160.6,1.54762e+07)
(-44130.1,1.52851e+07)
(-44136.5,1.50987e+07)
(-44045,1.49168e+07)
(-44198.5,1.47392e+07)
(-43972.9,1.45659e+07)
(-44212,1.43965e+07)
(-44190.7,1.42309e+07)
(-44110.8,1.40693e+07)
(-44140.7,1.39112e+07)
(-44129.2,1.37566e+07)
(-44086.4,1.36055e+07)
(-44102.3,1.34576e+07)
(-44228.9,1.33129e+07)
(-44125.4,1.31712e+07)
(-44146.3,1.30327e+07)
(-44159.5,1.28967e+07)
(-43977.3,1.27638e+07)
(-44039.2,1.26337e+07)
(-44173.9,1.2506e+07)
(-44028.4,1.2381e+07)
(-44221.8,1.22584e+07)
(-44101.9,1.21382e+07)
(-44157.6,1.20203e+07)
(-44018.1,1.19048e+07)
(-44054.1,1.17915e+07)
(-44091.2,1.16803e+07)
(-44134.1,1.15711e+07)
(-44155.4,1.1464e+07)
(-44050.6,1.13587e+07)
(-44178.6,1.12555e+07)
(-44024.2,1.1154e+07)
