(3.88958e+09,43969.8)
(-44089.5,1.2381e+09)
(-44066.9,6.19052e+08)
(-44139.5,4.12701e+08)
(-44098.7,3.09526e+08)
(-44092.5,2.47621e+08)
(-44093.5,2.06351e+08)
(-44079.1,1.76872e+08)
(-44091.7,1.54763e+08)
(-44172.2,1.37567e+08)
(-44117.2,1.2381e+08)
(-44074.9,1.12555e+08)
(-44067.7,1.03175e+08)
(-44082.4,9.52388e+07)
(-44092.5,8.84361e+07)
(-44068.8,8.25403e+07)
(-44091.8,7.73815e+07)
(-44137.7,7.28297e+07)
(-44030.4,6.87835e+07)
(-44102.4,6.51635e+07)
(-44020.5,6.19052e+07)
(-44108.7,5.89574e+07)
(-44212.5,5.62775e+07)
(-44101.6,5.38306e+07)
(-44059,5.15876e+07)
(-44089,4.95241e+07)
(-44063.9,4.76194e+07)
(-44067.9,4.58557e+07)
(-44101.8,4.4218e+07)
(-44086.5,4.26932e+07)
(-44064.4,4.12702e+07)
(-44084.5,3.99388e+07)
(-44053.3,3.86908e+07)
(-44082.2,3.75183e+07)
(-44224.2,3.64148e+07)
(-44104.9,3.53745e+07)
(-44027.3,3.43918e+07)
(-44150,3.34622e+07)
(-44209.9,3.25818e+07)
(-44068.7,3.17462e+07)
(-44162.3,3.09526e+07)
(-44182.7,3.01978e+07)
(-44088.6,2.94787e+07)
(-44172,2.87931e+07)
(-44174.1,2.81387e+07)
(-44099.5,2.75134e+07)
(-44136.3,2.69152e+07)
(-44158.1,2.63426e+07)
(-44112.1,2.57939e+07)
(-44086.4,2.52674e+07)
(-44129.4,2.47621e+07)
(-44128,2.42766e+07)
(-44051.3,2.38097e+07)
(-44126.3,2.33605e+07)
(-44140.3,2.29279e+07)
(-44023.6,2.25109e+07)
(-44092.8,2.21089e+07)
(-44204.3,2.17211e+07)
(-44010,2.13466e+07)
(-44121,2.09847e+07)
(-44148.8,2.06351e+07)
(-44067.9,2.02967e+07)
(-44138.8,1.99693e+07)
(-44166.8,1.96524e+07)
(-44096.1,1.93454e+07)
(-44084.1,1.90477e+07)
(-44148.3,1.87592e+07)
(-44085.8,1.84792e+07)
(-44061.3,1.82074e+07)
(-44105.7,1.79435e+07)
(-44071.9,1.76872e+07)
(-44070.7,1.7438e+07)
(-44133.2,1.71959e+07)
(-44113.3,1.69603e+07)
(-44084.1,1.67311e+07)
(-44099.8,1.6508e+07)
(-44136.6,1.62908e+07)
(-44083.2,1.60793e+07)
(-44098,1.58731e+07)
(-44134.5,1.56721e+07)
(-44067,1.54763e+07)
(-44078.4,1.52852e+07)
(-44151.9,1.50987e+07)
(-44089.4,1.4917e+07)
(-44051.9,1.47393e+07)
(-44170.5,1.45658e+07)
(-44139,1.43966e+07)
(-44085.4,1.42311e+07)
(-44125.5,1.40693e+07)
(-44141.5,1.39113e+07)
(-44077,1.37567e+07)
(-44122,1.36055e+07)
(-44110.6,1.34576e+07)
(-44114.3,1.33129e+07)
(-44101.1,1.31712e+07)
(-44097.4,1.30326e+07)
(-44139.3,1.28969e+07)
(-44088.6,1.2764e+07)
(-44099.8,1.26336e+07)
(-44141.4,1.2506e+07)
(-44073.1,1.2381e+07)
(-44034.7,1.22583e+07)
(-44181.5,1.21382e+07)
(-44100,1.20205e+07)
(-44052.2,1.19048e+07)
(-44215.4,1.17914e+07)
(-44119.9,1.16803e+07)
(-43999.1,1.15709e+07)
(-44153.6,1.14638e+07)
(-44078.1,1.13588e+07)
(-44052.8,1.12554e+07)
(-44201.2,1.1154e+07)
(-44128.6,1.10545e+07)
(-44032.2,1.09566e+07)
(-44076.3,1.08605e+07)
(-44158.1,1.0766e+07)
(-44037.6,1.06733e+07)
(-44080.3,1.0582e+07)
(-44186,1.04923e+07)
(-44133.9,1.04042e+07)
(-44085.1,1.03174e+07)
(-44212.8,1.02322e+07)
(-44167.1,1.01485e+07)
(-44025.3,1.00658e+07)
(-44086.8,9.9846e+06)
(-44117.9,9.90482e+06)
(-44042.4,9.82621e+06)
(-44148,9.74874e+06)
(-44153.4,9.6727e+06)
(-44017.7,9.59764e+06)
(-44153.2,9.52374e+06)
(-44191.8,9.45128e+06)
(-43936.1,9.37956e+06)
(-44092.6,9.30888e+06)
(-44150.1,9.23959e+06)
(-43966.8,9.17107e+06)
(-44126.6,9.10349e+06)
(-44217.6,9.03724e+06)
(-44020.2,8.9718e+06)
(-44092.2,8.90708e+06)
(-44128.2,8.84352e+06)
(-44081.5,8.78085e+06)
(-44057.2,8.71891e+06)
(-44108.7,8.65799e+06)
(-44124.7,8.59788e+06)
(-44084.8,8.53858e+06)
(-44119.3,8.48006e+06)
(-44165.3,8.42241e+06)
(-44103,8.36554e+06)
(-44048.8,8.3093e+06)
(-44180.8,8.25393e+06)
(-44054.8,8.19939e+06)
(-44053.6,8.14524e+06)
(-44231.8,8.09207e+06)
(-44105.9,8.03967e+06)
(-43997.6,7.98764e+06)
(-44237.8,7.93645e+06)
(-44136.4,7.88608e+06)
(-44025.7,7.83604e+06)
(-44131.3,7.7867e+06)
(-44149.7,7.73821e+06)
(-44041.7,7.69005e+06)
(-44136.8,7.64248e+06)
(-44133.3,7.59571e+06)
(-44032.5,7.54931e+06)
(-44136.9,7.50355e+06)
(-44129.4,7.45842e+06)
(-44050.2,7.41376e+06)
(-44069.5,7.36956e+06)
(-44129.7,7.32595e+06)
(-44070,7.28291e+06)
(-44038.6,7.24026e+06)
(-44098.7,7.19814e+06)
(-44159.9,7.15658e+06)
(-44044.1,7.11545e+06)
(-44105.1,7.07472e+06)
(-44169.9,7.03462e+06)
(-44030.8,6.9949e+06)
(-44106.3,6.95548e+06)
(-44158.4,6.91675e+06)
(-44019.6,6.87828e+06)
(-44131.3,6.84015e+06)
(-44162.5,6.80272e+06)
(-44053.1,6.76552e+06)
(-44152.8,6.72869e+06)
(-44161.3,6.69243e+06)
(-44073.9,6.65643e+06)
(-44111.3,6.62076e+06)
(-44151.2,6.58555e+06)
(-44086.4,6.55077e+06)
(-44059.8,6.51623e+06)
(-44082.4,6.4821e+06)
(-44106.2,6.44837e+06)
(-44110.4,6.41501e+06)
(-44081.4,6.38189e+06)
(-44114.3,6.34914e+06)
(-44110.4,6.31682e+06)
(-44037.2,6.28467e+06)
(-44101.6,6.25292e+06)
(-44092.1,6.22158e+06)
(-44050.6,6.1904e+06)
(-44084.8,6.15955e+06)
(-44142.8,6.12913e+06)
(-44038.7,6.09895e+06)
(-44108.2,6.06898e+06)
(-44143.5,6.03946e+06)
(-44054.1,6.01016e+06)
(-44061.5,5.98102e+06)
(-44138,5.95233e+06)
(-44065.6,5.92385e+06)
(-44069.4,5.8956e+06)
(-44136.4,5.86765e+06)
(-44129.7,5.84003e+06)
(-44071.9,5.81259e+06)
(-44128.7,5.78542e+06)
(-44117.6,5.75853e+06)
(-44086.7,5.73187e+06)
(-44093,5.7054e+06)
(-44122.5,5.67926e+06)
(-44060.6,5.65337e+06)
(-44090.1,5.62761e+06)
(-44158,5.60217e+06)
(-44093,5.577e+06)
(-44075,5.55189e+06)
(-44152.6,5.52712e+06)
(-44092.5,5.50263e+06)
(-44051.6,5.4782e+06)
(-44136.1,5.45408e+06)
(-44106.9,5.43021e+06)
(-44063.9,5.40643e+06)
(-44113.1,5.38291e+06)
(-44144.8,5.35967e+06)
(-44035.2,5.33658e+06)
(-44087,5.31358e+06)
(-44129.8,5.29094e+06)
(-44026,5.26843e+06)
(-44074.4,5.24601e+06)
(-44124,5.22394e+06)
(-44070.4,5.20201e+06)
(-44084.3,5.18019e+06)
(-44146.1,5.15863e+06)
(-44113.2,5.13727e+06)
(-44079.3,5.116e+06)
(-44116,5.09494e+06)
(-44122.9,5.07411e+06)
(-44042.1,5.05339e+06)
(-44064.7,5.03277e+06)
(-44139.6,5.01246e+06)
(-44067.4,4.99226e+06)
(-44053.6,4.97213e+06)
(-44171.9,4.95229e+06)
(-44079,4.93262e+06)
(-44065.5,4.91295e+06)
(-44159.7,4.89355e+06)
(-44097.9,4.87436e+06)
(-44033.1,4.85516e+06)
(-44143.7,4.83618e+06)
(-44127.8,4.81744e+06)
(-44059.9,4.79871e+06)
(-44126.1,4.78014e+06)
(-44140.4,4.76184e+06)
(-44052,4.74358e+06)
(-44109.8,4.72541e+06)
(-44115.9,4.7075e+06)
(-44088.3,4.68966e+06)
(-44074.3,4.67192e+06)
(-44108.2,4.65437e+06)
(-44075.3,4.63697e+06)
(-44065.2,4.61964e+06)
(-44120.3,4.60247e+06)
(-44113.5,4.58547e+06)
(-44056.4,4.56853e+06)
(-44083.4,4.55167e+06)
(-44136,4.53504e+06)
(-44063.9,4.5185e+06)
(-44080.8,4.502e+06)
(-44154.2,4.48575e+06)
(-44078.5,4.46958e+06)
(-44085.9,4.45344e+06)
(-44154.1,4.43751e+06)
(-44093.7,4.42168e+06)
(-44083.1,4.40592e+06)
(-44110.6,4.39029e+06)
(-44089.3,4.37481e+06)
(-44072.9,4.35936e+06)
(-44118.9,4.34403e+06)
(-44108.2,4.3289e+06)
(-44087.5,4.31379e+06)
(-44139.4,4.2988e+06)
(-44125.6,4.28395e+06)
(-44108.1,4.26918e+06)
(-44101.6,4.2545e+06)
(-44117.7,4.23993e+06)
(-44077.5,4.22547e+06)
(-44066.5,4.21105e+06)
(-44122,4.19679e+06)
(-44130.5,4.18266e+06)
(-44048.9,4.16854e+06)
(-44130.4,4.15453e+06)
(-44112,4.1407e+06)
(-44063.2,4.12687e+06)
(-44099.9,4.1131e+06)
(-44153.8,4.09957e+06)
(-44084.8,4.08601e+06)
(-44094.9,4.07252e+06)
(-44113,4.05921e+06)
(-44075.9,4.04596e+06)
(-44106.8,4.03273e+06)
(-44141.4,4.01967e+06)
(-44052.8,4.00668e+06)
(-44103.3,3.9937e+06)
(-44125.4,3.98088e+06)
(-44100.8,3.96811e+06)
(-44127.5,3.95541e+06)
(-44123.5,3.94287e+06)
(-44101.2,3.93035e+06)
(-44088.7,3.91789e+06)
(-44106,3.90554e+06)
(-44104.7,3.89327e+06)
(-44099.4,3.88105e+06)
(-44083.4,3.8689e+06)
(-44081.8,3.85682e+06)
(-44101.9,3.84486e+06)
(-44111.5,3.83296e+06)
(-44129.3,3.82116e+06)
(-44090.1,3.80942e+06)
(-44076.3,3.79769e+06)
(-44123.4,3.78606e+06)
(-44098.6,3.77456e+06)
(-44072.2,3.76307e+06)
(-44105.3,3.75165e+06)
(-44094.8,3.74035e+06)
(-44092.3,3.72904e+06)
(-44111.5,3.71784e+06)
(-44119.1,3.70673e+06)
(-44102.6,3.69564e+06)
(-44103.2,3.68465e+06)
(-44076.5,3.67375e+06)
(-44096.7,3.66284e+06)
(-44096.5,3.65204e+06)
(-44116.6,3.64132e+06)
(-44080,3.63064e+06)
(-44104,3.62e+06)
(-44101,3.60945e+06)
(-44102.2,3.59897e+06)
(-44085.5,3.58853e+06)
(-44097.3,3.57816e+06)
(-44106.9,3.56785e+06)
(-44098.4,3.55759e+06)
(-44097,3.54738e+06)
(-44118.4,3.53725e+06)
(-44108,3.52722e+06)
(-44093.3,3.51717e+06)
(-44089.5,3.50719e+06)
(-44090.8,3.49729e+06)
(-44090.4,3.48744e+06)
(-44097.1,3.47762e+06)
(-44094,3.46789e+06)
(-44099.3,3.45822e+06)
(-44089.9,3.44857e+06)
(-44102.1,3.43896e+06)
(-44124.7,3.42947e+06)
(-44086.9,3.42002e+06)
(-44085.9,3.41058e+06)
(-44095.8,3.4012e+06)
(-44093.1,3.39189e+06)
(-44117.6,3.38259e+06)
(-44121,3.37339e+06)
(-44084.2,3.36423e+06)
(-44084.4,3.35508e+06)
(-44104.8,3.34603e+06)
(-44096,3.33702e+06)
(-44094.5,3.32804e+06)
(-44116.1,3.31911e+06)
(-44080.3,3.31025e+06)
(-44087.5,3.3014e+06)
(-44095.4,3.29261e+06)
(-44104.4,3.28391e+06)
(-44100.5,3.2752e+06)
(-44092.9,3.26656e+06)
(-44108.4,3.25798e+06)
(-44097.5,3.24941e+06)
(-44106.9,3.2409e+06)
(-44116.9,3.23245e+06)
(-44104.9,3.22403e+06)
(-44091.3,3.21564e+06)
(-44106.6,3.20734e+06)
(-44103.7,3.19904e+06)
(-44098.6,3.19078e+06)
(-44093.3,3.18258e+06)
(-44114.3,3.17443e+06)
(-44090.5,3.16632e+06)
(-44095.9,3.15823e+06)
(-44119.1,3.15018e+06)
(-44120,3.14222e+06)
(-44088.6,3.13426e+06)
(-44075,3.12632e+06)
(-44088.1,3.11842e+06)
(-44102.8,3.11059e+06)
(-44124.5,3.10279e+06)
(-44114.2,3.09509e+06)
(-44073.9,3.08735e+06)
(-44097.1,3.07964e+06)
(-44130,3.07201e+06)
(-44118.6,3.06443e+06)
(-44093.3,3.05684e+06)
(-44073.6,3.04931e+06)
(-44076.4,3.0418e+06)
(-44116.1,3.03433e+06)
(-44118.8,3.02693e+06)
(-44107.4,3.01958e+06)
(-44087.2,3.0122e+06)
(-44097.8,3.00488e+06)
(-44133.3,2.99757e+06)
(-44110.5,2.99038e+06)
(-44097,2.98319e+06)
(-44070.2,2.97601e+06)
(-44083.3,2.96885e+06)
(-44095.3,2.96173e+06)
(-44124.7,2.9547e+06)
(-44078.7,2.94766e+06)
(-44074.9,2.94065e+06)
(-44093.5,2.93364e+06)
(-44108.5,2.92672e+06)
(-44122.4,2.91985e+06)
(-44096.2,2.91297e+06)
(-44098.7,2.90613e+06)
(-44083.4,2.89932e+06)
(-44097,2.89252e+06)
(-44126.6,2.8858e+06)
(-44099.6,2.87912e+06)
(-44068.6,2.87241e+06)
(-44092.2,2.86573e+06)
(-44099.1,2.85913e+06)
(-44100.9,2.85256e+06)
(-44091.9,2.84599e+06)
(-44102.6,2.83946e+06)
(-44086.6,2.83294e+06)
(-44126.2,2.82648e+06)
(-44123,2.82007e+06)
(-44082.3,2.81368e+06)
(-44067.1,2.80726e+06)
(-44094.4,2.8009e+06)
(-44078.8,2.79459e+06)
(-44093.4,2.78829e+06)
(-44088.5,2.78201e+06)
(-44083.8,2.77577e+06)
(-44111.2,2.76955e+06)
(-44129.1,2.76338e+06)
(-44100,2.75727e+06)
(-44090.4,2.7511e+06)
(-44111.6,2.74501e+06)
(-44094.7,2.73896e+06)
(-44084.5,2.73288e+06)
(-44084.7,2.72685e+06)
(-44085.6,2.72087e+06)
(-44100.2,2.7149e+06)
(-44087.4,2.70895e+06)
(-44111,2.70303e+06)
(-44094,2.69716e+06)
(-44116.3,2.6913e+06)
(-44111,2.68546e+06)
(-44098.8,2.67966e+06)
(-44088.1,2.67385e+06)
(-44098.1,2.66808e+06)
(-44116.7,2.66236e+06)
(-44089.5,2.65664e+06)
(-44076.7,2.65095e+06)
(-44086.4,2.64528e+06)
(-44086,2.63962e+06)
(-44105.8,2.634e+06)
(-44120.2,2.62844e+06)
(-44086.1,2.62286e+06)
(-44098.5,2.61729e+06)
(-44115.8,2.61178e+06)
(-44105.3,2.6063e+06)
